标题,题目名称,问题描述,输入描述,输出描述,提示说明,样例输入,样例输出,通过率,Submit,题目URL,题目列表URL,补题传送门URL,补题题目URL
19-20(1)第1次线上赛,6：除法,"按照小学数学的写法输出两个数相除的结果。能除得尽的时候输出商，除不尽的时候输出商和余数。
例如42/6=7，43/6=7......1  
商和余数之间是6个小数点字符。",两个正整数a和b。,"如果a除以b没有余数，那么输出a/b=c，其中a和b用具体数字代替，c是a除以b的商。
如果a除以b有余数，那么输出a/b=c......d，其中
a和b用具体数字代替，c是a除以b的商，d是a除以b的余数，c和d之间是
6个小数点字符。
不要换行。",,43 6,43/6=7......1,53.25%,415,https://www.xujcoj.com/home/contest/546/problem/6,https://www.xujcoj.com/home/contest/546/problem,https://www.xujcoj.com/home/problem?keyword3=546,https://www.xujcoj.com/home/problem/detail/2541
18-19(2)第3次线上赛,3：青蛙公主教化学,"青蛙公主有一天在教一群小青蛙学化学，在讲到烃类物质的时候，小青蛙们被复杂的化学分子式搞糊涂了。

例如甲苯的化学分子式是C7H8，可是调皮的小青蛙们会把这个简单的分子式写成各种不规范的形式，例如有的写成了H8C7，有的写成了(CH)7H1，有的写成了C1((CH2)2C)2，有的写成了(C)7(H)7(H)。

现在已知小青蛙写的一个分子式，请帮青蛙公主改写成规范的分子式。

定义：

1、规范的分子式写法：CaHb，其中a和b是两个数字，分别表示C原子的个数和H原子的个数。如果a为1，则不用写这个1；如果a为0，则连前面的C以及这个0都不用写。同样的如果b为1，则不用写这个1；如果b为0，则连前面的H以及这个0都不用写。

2、小青蛙们的写法：

（1）任意一个C或者H后面跟着一个正整数，表示原子的个数。当数字是1时，也有可能会省略这个1，也有可能不会省略。

（2）有可能用小括号把一些分子结构括起来，后面跟着一个正整数，表示分子结构的个数。当数字是1时，也有可能会省略这个1，也有可能不会省略。","一个正整数n，表示有n组案例。

每组案例由一个字符串构成，表示小青蛙写的不规范的分子式。

字符串仅由小括号（保证是合法匹配的）、C、H、数字（有可能不止一位数的整数）字符组成，并且保证字符串长度不大于10000，最后C和H原子的个数都不会超过int范围。","针对每组案例，输出一个字符串，表示规范的分子式。

每组案例输出完都要换行。",,"2

C(C2H1)2

((CH)10(C2H3)2)5(CH)","C5H2
C71H81",40.00%,5,https://www.xujcoj.com/home/contest/501/problem/3,https://www.xujcoj.com/home/contest/501/problem,https://www.xujcoj.com/home/problem?keyword3=501,https://www.xujcoj.com/home/problem/detail/2387
18-19(2)第2次线上赛,1：逆袭的Jerry,"Tom的血量是a，攻击力是b，而Jerry的血量是c，而攻击力是d，他们按照回合制进行互相攻击，每个回合都是Jerry先进攻，然后才轮到Tom。
进攻时，防守方的血量会降低，降低的数值等于进攻方的攻击力。当某一方在任何时候血量小于等于0时，就会投降认输，打斗立即结束。
由于Jerry攻击力不高，而且血量也有点脆，所以每次总是输。因而Jerry希望能够把攻击力提升到某个值，使得他能打得过Tom。
提升每一点攻击力都要花钱，所以Jerry希望在能打得赢Tom的前提下尽可能地少花钱。问Jerry的攻击力应提升到多少？","一个正整数n，表示有n组案例。
每组案例由4个正整数a、b、c、d组成，含义见描述。（a、b、c、d<=1亿）","针对每组案例，输出一个正整数，表示Jerry的攻击力应至少提升到该值才能打得赢Tom。
每组案例输出完都要换行。",,"1
100 20 50 10",34,40.22%,465,https://www.xujcoj.com/home/contest/453/problem/1,https://www.xujcoj.com/home/contest/453/problem,https://www.xujcoj.com/home/problem?keyword3=453,https://www.xujcoj.com/home/problem/detail/2246
18-19(2)第1次线上赛,4：平行四边形,已知平行四边形逆时针方向4个顶点中的前3个顶点坐标，求第4个顶点坐标。,"一个正整数n，表示有n组案例。
每组案例由6个整数构成，前2个表示第一个顶点的坐标（数学上的x轴和y轴），中间2个表示第二个顶点的坐标，最后2个表示第三个顶点的坐标。
这三个
顶点
的位置保证可以找到第四个顶点按逆时针顺序连在一起构成平行四边形","针对每组案例，输出两个整数，用空格隔开，表示第四个顶点的坐标。
每组案例输出完都要换行。",,"1
2 0 5 6 2 12",-1 6,58.15%,325,https://www.xujcoj.com/home/contest/437/problem/4,https://www.xujcoj.com/home/contest/437/problem,https://www.xujcoj.com/home/problem?keyword3=437,https://www.xujcoj.com/home/problem/detail/2177
18-19(2)第1次线上赛,5：你的大佬,"班上有m名学生，学号分别从1到m。有一天，老师给每个
学生
发了一张纸，要求
学生
在纸上写一个大佬的学号（1~m范围内，可以是自己）。
然后老师叫了学号为a的
学生
起立，打开他写的纸条，假设他纸条上写的是b，于是又叫学号为b的
学生
起立，继续打开b
学生
写的纸条，以此类推......
这个操作直到某位
学生
的纸条上写的
学生
已经处于起立状态为止。
问：此时共有几名
学生
处于起立状态？","一个正整数n，表示有n组案例。
每组案例首先是一个正整数m，表示班级学生的数量。然后是m个整数d1、d2、...、dm，其中di表示第i个学生写下的大佬的学号。最后是一个整数a，表示老师最开始叫起立的学生的学号。
（1<=m<=10000, 1<=di<=m, 1<=a<=m）","针对每组案例，输出一个正整数，表示处于起立状态的学生的总数。
每组案例输出完都要换行。","第一组案例中，依次起立的是3、2、1号学生，然后1号学生认为2号学生是大佬，然而2号已经起立了，因而到此结束，总共3人起立。
第二组案例中，依次起立的是3、2号学生，然后2号学生认为自己是大佬，然而自己已经起立了，
因而到此结束，总共2人起立。","2
4
2 1 2 2
3
3
1 2 2
3","3
2",45.45%,88,https://www.xujcoj.com/home/contest/437/problem/5,https://www.xujcoj.com/home/contest/437/problem,https://www.xujcoj.com/home/problem?keyword3=437,https://www.xujcoj.com/home/problem/detail/2172
18-19(1)第5次线上赛,3：距离原点最近的点,"三维空间中有m个点（p1、p2、...、pm），编号分别为1、2、...、m。问编号是几的点距离原点(0,0,0)最近？如果有多个点距离原点都最近，那么取编号小的那个点作为最近的点。","一个正整数n，表示有n组案例。

每组案例先是一个正整数m，表示点的数量。然后是m个点的x、y、z轴坐标值。（m<=50万；x、y、z都是整数，且绝对值都小于等于1000）

","针对每组案例，输出一个整数，表示编号是几的点距离原点最近。如果有并列最近，则输出较小的编号。

每组案例输出完都要换行。

",,"1
3
2 3 4
0 1 2
5 7 9",2,44.92%,305,https://www.xujcoj.com/home/contest/362/problem/3,https://www.xujcoj.com/home/contest/362/problem,https://www.xujcoj.com/home/problem?keyword3=362,https://www.xujcoj.com/home/problem/detail/2064
18-19(1)第5次线上赛,4：出现过的数字,输入m个整数，问1到10000之间有多少个数字至少出现过一次。,"一个正整数n，表示有n组案例。
每组案例先是一个正整数m，然后是m个整数。","针对每组案例，输出一个整数，表示
在
输入的m个整数中，
1到10000之间有多少个数字至少出现过一次。
每组案例输出后都要换行。",在输入的5个整数中，1和3都是1到10000之间的数字，0不属于该范围，所以一共有2个1到10000之间的数字出现过。,"1
5 1 1 3 0 3",2,40.40%,297,https://www.xujcoj.com/home/contest/362/problem/4,https://www.xujcoj.com/home/contest/362/problem,https://www.xujcoj.com/home/problem?keyword3=362,https://www.xujcoj.com/home/problem/detail/2054
18-19(1)第4次线上赛,1：十六进制,输入一个十进制正整数，输出这个数的十六进制表示，其中十六进制的10~15用大写字母A~F表示。,"一个正整数n，表示有n组案例。
每组案例由一个正整数（10进制）组成。",针对每组案例，输出该整数的十六进制表示。每组案例输出完都要换行。,,"2
65535
100","FFFF
64",51.97%,127,https://www.xujcoj.com/home/contest/352/problem/1,https://www.xujcoj.com/home/contest/352/problem,https://www.xujcoj.com/home/problem?keyword3=352,https://www.xujcoj.com/home/problem/detail/1496
18-19(1)第4次线上赛,3：五毒教主吃苹果,"有一天，邪恶的巫师送给了五毒教主一筐苹果，里面有一些正常的苹果和一些有毒的苹果。凡人吃毒苹果轻则吐血，重则暴毙，然而五毒教主吃一个毒苹果后只会昏睡一天，并无大碍。
昏睡的那天，
五毒教主
不吃苹果。例如，第1天吃了一个毒苹果，则第2天昏睡不吃，第3天继续吃。
恰逢五毒教主最近减肥，每天最多只吃1个苹果，直到吃完这一筐苹果为止。
问：有多少种不同的吃法？
如果有一个正常的苹果和一个毒苹果，那么先吃正常
苹果
再吃毒苹果，和先吃毒苹果再吃正常苹果，属于2种不同的吃法。","一个正整数n，表示有n组案例。
每组案例由两个非负整数a、b组成，a表示正常苹果的数量，b表示毒苹果的数量。（a和b不会同时为0，答案会在int范围内）","针对每组案例，输出一个整数，表示有
多少种不同的吃法。
每组案例输出完都要换行。",,"2
2 0
1 2","1
3",61.26%,111,https://www.xujcoj.com/home/contest/352/problem/3,https://www.xujcoj.com/home/contest/352/problem,https://www.xujcoj.com/home/problem?keyword3=352,https://www.xujcoj.com/home/problem/detail/2044
18-19(1)第4次线上赛,6：画矩形,根据要求画出矩形。,"只有一组案例。
先是两个正整数m和n（3<=m,n<=10），然后是一个字符c，最后是一个0或者1的整数d。
m代表矩形图案的高，n代表矩形图案的宽，c是用来画矩形的符号，如果d是0则画空心的矩形，如果d是1则画实心的矩形。",按要求输出一个空心或者实心的矩形。最后一行后面也要换行。,如果输入是5 3 # 1，那么输出结果是,7 7 @ 0,,49.36%,314,https://www.xujcoj.com/home/contest/352/problem/6,https://www.xujcoj.com/home/contest/352/problem,https://www.xujcoj.com/home/problem?keyword3=352,https://www.xujcoj.com/home/problem/detail/1500
18-19(1)第3次线上赛,1：奇数的和,输出a到b之间（包含a和b）所有奇数的和。（保证不会超出int范围）,"一个正整数n，表示有n组案例。
每组案例由两个整数a和b组成（a<b）。","针对每组案例，输出一个整数，表示
a到b之间（包含a和b）所有奇数的和。
每组案例输出完都要换行。",,"2
5 6
1 10","5
25",56.10%,328,https://www.xujcoj.com/home/contest/344/problem/1,https://www.xujcoj.com/home/contest/344/problem,https://www.xujcoj.com/home/problem?keyword3=344,https://www.xujcoj.com/home/problem/detail/2013
18-19(1)第3次线上赛,3：超级质数,"一个六位正整数m，把m从中间切开，分成两个三位数a和b（例如123456从中间切开，分成了123和456）。
如果m、a、b都是质数，则称m是超级质数。
现在需要验证，x到y之间（包含x和y）有多少个这样的超级质数？（x<=y，且x和y都是六位数）","一个正整数n，表示有n组案例。
每组案例由两个六位正整数x和y组成。（
x<=y）","针对每组案例，输出一个整数，表示
x到y之间（包含x和y）超级质数的数量。
每组案例输出完都要换行。",,"1
100000 999999",3223,40.43%,188,https://www.xujcoj.com/home/contest/344/problem/3,https://www.xujcoj.com/home/contest/344/problem,https://www.xujcoj.com/home/problem?keyword3=344,https://www.xujcoj.com/home/problem/detail/2015
18-19(1)第3次线上赛,4：星号阵列-14,根据行数m，输出倒三角形状的星号阵列（以下是m=7时的样子，m为其他值时类推）。每行最后一个星号后面不得有多余的空格字符，最后一行星号输出后也要换行。,"一个正整数n，表示有n组案例。
每组案例由一个正整数m组成。（m>=3）","针对每组案例，输出一个倒三角形的星号阵列。
每组案例的最后一行星号后都要换行。",,"1
7",,62.61%,222,https://www.xujcoj.com/home/contest/344/problem/4,https://www.xujcoj.com/home/contest/344/problem,https://www.xujcoj.com/home/problem?keyword3=344,https://www.xujcoj.com/home/problem/detail/2016
